"";"ABBREVIAT";"SPECIES_NR";"LETTERCODE";"RANG";"GRUPPE";"TaxonName";"STATUS_D";"N";"F";"T";"AR";"HEIMAT";"HÄUFIGK";"GEF2006";"FSKNR";"GLOB_RBD";"NAT_RBD";"UEREG_GEF";"RELEVANZ";"UEREG_BED";"HANDLUNG";"GEF1991";"RL_BALT";"RLD";"FFH_Anh";"BARTSCH";"TAX_Ind";"TAX_Bew";"RLPGMV";"FFH1";"FFH2";"FFH3";"FFH4";"FFH_FSP_1";"FFH_FSP_2";"BIOTOP";"BioNr";"BioCode";"BioName";"Para20";"StandCode";"BioTyp1";"BioTyp2";"BioTyp3";"HLRT_WM";"Massn_1";"Massn_2";"Massn_3";"Instrument"
"1510";"Poa annua";4344;"POA ANN";"SPE";"S";"Poa annua";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1511";"Poa bulbosa subsp. bulbosa";13623;"POA BUL";"SSP";"S";"Poa bulbosa";"I";"3";3;2;"NW x";"";"s, fr z";"1";NA;"";"";"";"";NA;"";"1";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1512";"Poa chaixii";4354;"POA CHA";"SPE";"S";"Poa chaixii";"I";"2";3;3;"";"südl. M-EUR";"z";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1513";"Poa compressa";4355;"POA COM";"SPE";"S";"Poa compressa";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1514";"Poa humilis";7372;"POA HUM";"SPE";"S";"Poa humilis";"I";"1";1;1;"x";"";"z";"uu";NA;"";"";"";"";NA;"";"3";"";NA;"";"";3;"!";"O14.1";NA;NA;NA;NA;"1330";"";"";"3.4.3";"KGO";"Oligohalines Salzgrünland";"§ 20";"08.02, 08.05";"L15";"";"";"K4";"Pflegende Nutzung von Salzwiesen der Küste mit natürlichem Überflutungsregime";"";"";""
"1515";"Poa nemoralis";4362;"POA NEM";"SPE";"S";"Poa nemoralis";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1516";"Poa palustris";4364;"POA PAL";"SPE";"S";"Poa palustris";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1517";"Poa remota";4371;"POA REM";"SPE";"S";"Poa remota";"I";"1";1;1;"x";"";"s";"u";NA;"";"";"";"";NA;"";"4";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1518";"Poa trivialis subsp. trivialis";7161;"POA T-T";"SSP";"S";"Poa trivialis";"I";"1";1;1;"x";"";"g <";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1519";"Polemonium caeruleum";4379;"PLMNCAE";"SPE";"S";"Polemonium caeruleum";"I";"1";1;1;"W Vp";"";"ss";"1";72;"(!)";"";"";"§";4;"!!!";"4";"";3;"";"§";5;"!!";"UK23b";NA;NA;NA;NA;"Nasswiese";"";"";"6.4.2";"VHF";"Hochstaudenflur feuchter Moor- und Sumpfstandorte";"§ 20";"36.03.04";"W41, W43";"";"GFR";"M2";"Pflegende Nutzung schwach entwässerter Moore mit Feuchtgrünland";"flankierende Maßnahmen zur Verbesserung des Naturhaushaltes";"";"Moorschonende Nutzung"
"1520";"Polycarpon tetraphyllum";4380;"PLYCTET";"SPE";"S";"Polycarpon tetraphyllum";"I";"4b";3;3;"";"Mittelmeergebiet, Atlantikküste bis S-England";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1521";"Polycnemum arvense";4382;"PLYCARV";"SPE";"S";"Polycnemum arvense";"A";"3";3;2;"N x";"";"s, ss adventiv";"0";NA;"";"";"!!!";"";NA;"[!!!]";"0";"3";1;"";"";NA;"(!)";"-";NA;NA;NA;NA;"dörfliche Ruderalvegetation";"";"";"10.1.4";"RHP";"Ruderale Pionierflur";"-";"(39.06)";"-";"";"";"o";"Erhalt dörflicher Ruderalstellen";"";"";"bisher keine"
"1522";"Polygala amarella";4394;"PLYGRMA";"SPE";"S";"Polygala amarella";"I";"1";1;1;"W x";"";"s";"1";NA;"";"";"";"";NA;"";"1";"";NA;"";"";NA;"";"UK12b, 12.3.2.2";7230;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1523";"Polygala comosa";4397;"PLYGCOM";"SPE";"S";"Polygala comosa";"I";"3";2;2;"NW x";"";"s";"1";NA;"";"";"";"";NA;"";"1";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1524";"Polygala oxyptera";23212;"PLYGV-O";"SPE";"S";"Polygala oxyptera";"I";"1";1;1;"x";"";"ss, fr s";"1";NA;"";"";"";"";NA;"";"0";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1525";"Polygala serpyllifolia";4404;"PLYGSER";"SPE";"S";"Polygala serpyllifolia";"I";"1";1;1;"O Vp";"";"ss";"0";NA;"";"";"!!";"";NA;"[!!]";"0";"2";3;"";"";NA;"(!)";"-";NA;NA;NA;NA;"4030";"";"";"8.4.1";"TZT";"Trockene Zwergstrauchheide";"§ 20";"40.03";"T11, T12, T13";"";"";"T1";"Pflegende Nutzung und Offenhaltung von Trockenstandorten";"";"";"Landschaftspflege"
"1526";"Polygala vulgaris subsp. collina";6505;"PLYGV-C";"SSP";"S";"Polygala vulgaris subsp. collina";"";"";0;0;"";"";"";"2";159;"!";"";"";"";2;"!!";"";"";NA;"";"";3;"!";"-";6230;NA;NA;NA;"";"";"";"8.8.1";"TBB";"Borstgrasrasen";"§ 20";"34.06";"T11, T12, T13";"";"";"T1";"Pflegende Nutzung und Offenhaltung von Trockenstandorten";"";"";"Naturschutzgerechte Grünlandnutzung, Landschaftspflege"
"1527";"Polygonatum multiflorum";4409;"PLYRMUL";"SPE";"S";"Polygonatum multiflorum";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1528";"Polygonatum odoratum";4410;"PLYRODO";"SPE";"S";"Polygonatum odoratum";"I";"1";1;1;"x";"";"z";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"9150";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1529";"Polygonatum verticillatum";4411;"PLYRVER";"SPE";"S";"Polygonatum verticillatum";"I";"1";1;1;"S Vp";"";"fr ss";"0";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1530";"Polygonum amphibium";4413;"PRSCAMP";"SPE";"S";"Persicaria amphibia";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1531";"Polygonum arenarium";4414;"PLYXARE";"SPE";"S";"Polygonum arenarium";"";"4b";3;3;"";"SO- und O-EUR, Kaukasus";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1532";"Polygonum arenastrum subsp. arenastrum";7373;"PLYXA-A";"SSP";"S";"Polygonum arenastrum subsp. arenastrum";"I";"3";2;3;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1533";"Polygonum arenastrum subsp. calcatum";7374;"PLYXA-C";"SSP";"S";"Polygonum arenastrum subsp. calcatum";"I";"3";2;3;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1534";"Polygonum aubertii";20790;"FLLPBAL";"SPE";"S";"Polygonum aubertii";"";"4a";4;3;"";"W-China, Tibet";"s verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1535";"Polygonum aviculare subsp. aviculare";11775;"PLYXR-A";"SSP";"S";"Polygonum aviculare subsp. aviculare";"I";"3";2;3;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1536";"Polygonum aviculare subsp. rectum";26828;"PLYXA-N";"SSP";"S";"Polygonum aviculare subsp. rectum";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"D";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1537";"Polygonum bistorta";4420;"BSTROFF";"SPE";"S";"Bistorta officinalis";"I";"1";1;1;"N x";"";"z >, fr v";"2";NA;"";"";"";"";NA;"";"2";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1538";"Polygonum convolvulus";23228;"FLLPCON";"SPE";"S";"Polygonum convolvulus";"A";"3";2;2;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1539";"Polygonum dumetorum";23231;"FLLPDUM";"SPE";"S";"Polygonum dumetorum";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1540";"Polygonum hydropiper";4422;"PRSCHYD";"SPE";"S";"Polygonum hydropiper";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1541";"Polygonum lapathifolium subsp. brittingeri";23238;"PRSCL-B";"SSP";"S";"Polygonum lapathifolium subsp. brittingeri";"I";"2";1;3;"";"N x Heimat südliches M-EUR";"s";"R";NA;"";"";"";"";NA;"";"D";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1542";"Polygonum lapathifolium subsp. lapathifolium";4426;"PRSCL-L";"SSP";"S";"Polygonum lapathifolium subsp. lapathifolium";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1543";"Polygonum lapathifolium subsp. mesomorphum";23030;"PRSCL-M";"SSP";"S";"Polygonum lapathifolium subsp. mesomorphum";"I";"3";2;2;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1544";"Polygonum lapathifolium subsp. pallidum";23040;"PRSCL-P";"SSP";"S";"Polygonum lapathifolium subsp. pallidum";"I";"3";2;2;"x";"";"v >";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1545";"Polygonum minus";4428;"PRSCMIN";"SPE";"S";"Polygonum minus";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1546";"Polygonum mite";4429;"PRSCMIT";"SPE";"S";"Polygonum mite";"I";"1";1;1;"N x";"";"z";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1547";"Polygonum orientale";4430;"PRSCORI";"SPE";"S";"Polygonum orientale";"I";"4b";4;3;"";"Indien, China";"ss verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1548";"Polygonum patulum";4434;"PLYXPAT";"SPE";"S";"Polygonum patulum";"I";"4b";3;3;"";"S-EUR östl. bis Syrien, KleinAS und SO-Russland";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1549";"Polygonum persicaria";4435;"PRSCMAC";"SPE";"S";"Polygonum persicaria";"I";"3";3;2;"x";"";"g >";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1550";"Polygonum polystachyum";4436;"ACNGPOL";"SPE";"S";"Polygonum polystachyum";"";"4a";4;3;"";"Himalaya";"ss verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1551";"Polypodium interjectum";4440;"PLYPINT";"SPE";"S";"Polypodium interjectum";"I";"1";1;1;"N und O x";"";"s";"u";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"(!)";"-";NA;NA;NA;NA;"9110";"";"";"";"WBD";"Frischer bis trockener Buchenwald armer bis ziemlich armer  Standorte";"";"43.07.04.02";"B 11, B12";"";"KKI";"W1";"Ungestörte Entwicklung naturnaher Wälder";"";"";"Naturwaldparzellen, Kernzonen Schutzgebiete"
"1552";"Polypodium vulgare";4441;"PLYPVUL";"SPE";"S";"Polypodium vulgare";"I";"1";1;1;"x";"";"v >";"u";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1553";"Polypogon maritimus";93809;"PLYAMAR";"SPE";"S";"Polypogon maritimus";"";"4b";3;3;"";"Mittelmeergebiet, AS";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1554";"Polypogon monspeliensis";4442;"PLYAMON";"SPE";"S";"Polypogon monspeliensis";"";"4b";3;3;"";"Mittelmeergebiet, AFR, Azoren, Madeira, S-England";"s adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1555";"Polypogon viridis";4443;"PLYAVIR";"SPE";"S";"Polypogon viridis";"";"4b";3;3;"";"Mittelmeergebiet, AS, Madeira";"ss adventiv";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1556";"Polystichum aculeatum";4445;"PLYSACU";"SPE";"S";"Polystichum aculeatum";"I";"1";1;1;"N Vp";"";"fr s";"0";NA;"";"";"";"§";NA;"";"1";"1";NA;"";"§";NA;"(!)";"-";NA;NA;NA;NA;"9180";"";"";"";"WSA";"Ahorn-Steilhangmischwald";"";"43.06.01";"B 11, B12";"";"";"W1";"Ungestörte Entwicklung naturnaher Wälder";"";"";"Naturwaldparzellen, Kernzonen Schutzgebiete"
"1557";"Polystichum lonchitis";4448;"PLYSLON";"SPE";"S";"Polystichum lonchitis";"N";"4b";2;3;"Vp";"";"ss";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1558";"Populus alba";4449;"PPLXALB";"SPE";"S";"Populus alba";"";"4b";4;3;"";"W-Sibirien und M-AS bis südl. M-EUR, S- und O-EUR, N-AFR";"s verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1559";"Populus balsamifera";92445;"PPLXBAL";"SPE";"S";"Populus balsamifera";"";"4b";4;3;"";"N-AM";"z, s verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1560";"Populus nigra";4451;"PPLXNIG";"SPE";"S";"Populus nigra";"I";"1";1;1;"N x";"";"z, Wildvorkommen s";"1";NA;"";"";"";"";NA;"";"";"";3;"";"";NA;"(!)";"27.1.1.1";NA;NA;NA;NA;"";"";"xx";"";"WAW";"Weichholzauwald im Überflutungsbereich";"§ 20";"43.04.02.01";"B 11, B12";"VWD, WAS, WNW";"";"W1";"Ungestörte Entwicklung naturnaher Wälder im Überflutungsbereich der Elbe";"Ausweitung des Lebensraumes durch Deichrückverlegung";"";"WRRL, Schutzgebiete"
"1561";"Populus tremula";4452;"PPLXTRE";"SPE";"S";"Populus tremula";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1562";"Portulaca oleracea subsp. oleracea";4454;"PRTLO-O";"SSP";"S";"Portulaca oleracea subsp. oleracea";"A";"2";3;3;"N Vp";"";"s";"R";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1563";"Portulaca oleracea subsp. sativa";4455;"PRTLO-S";"SSP";"S";"Portulaca oleracea subsp. sativa";"I";"4b";4;3;"";"unbekannt";"s verwildert";"k. A.";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1564";"Potamogeton acutifolius";4457;"PTMGACU";"SPE";"S";"Potamogeton acutifolius";"I";"1";1;1;"x";"";"z >";"2";NA;"";"";"";"";NA;"";"3";"";3;"";"";NA;"(!)";"K05, 05.2.3.1";3150;NA;NA;NA;"";"";"x";"5.10.1";"SEP";"Laichkraut-Tauchflur";"§ 20, § 30";"(24.04)";"W20, W30";"";"";"S2";"Sicherung dere Wasserqualität und gewässerschonende Nutzung";"";"";"WRRL, Schutzgebiete"
"1565";"Potamogeton alpinus";4458;"PTMGALP";"SPE";"S";"Potamogeton alpinus";"I";"1";1;1;"x";"";"z, fr v";"3";NA;"";"";"";"";NA;"";"2";"";3;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1566";"Potamogeton berchtoldii";4481;"PTMGBER";"SPE";"S";"Potamogeton berchtoldii";"I";"1";1;1;"x";"";"z";"3";NA;"";"";"";"";NA;"";"3";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1567";"Potamogeton coloratus";4460;"PTMGCOL";"SPE";"S";"Potamogeton coloratus";"I";"1";1;1;"NO Vp";"";"fr ss";"0";NA;"";"";"!!!";"";NA;"[!!!]";"0";"1";2;"";"";NA;"(!)";"-";NA;NA;NA;NA;"3260";"";"";"4.2.1";"FFN";"Naturnaher Fluss";"§ 20";"23.01.02";"W14";"";"";"F1";"Ungestörte Naturentwicklung naturnaher Fließgewässerabschnitte";"Gewässerschonende Nutzung von Fließgewässerabschnitten#";"";"WRRL"
"1568";"Potamogeton compressus";4461;"PTMGCOM";"SPE";"S";"Potamogeton compressus";"I";"1";1;1;"x";"";"z >, fr v";"2";160;"";"";"!";"";2;"!!";"2";"";2;"";"";5;"!!";"05.2.2.2";3150;NA;NA;NA;"";"";"x";"5.10.1";"SEP";"Laichkraut-Tauchflur";"§ 20, § 30";"(24.04)";"W20, W30";"SET";"";"S2";"Sicherung dere Wasserqualität und gewässerschonende Nutzung";"";"";"WRRL, Schutzgebiete"
"1569";"Potamogeton crispus";4462;"PTMGCRI";"SPE";"S";"Potamogeton crispus";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1570";"Potamogeton filiformis";4463;"PTMGFIL";"SPE";"S";"Potamogeton filiformis";"I";"1";1;1;"SW x";"";"s >, fr z";"1";126;"";"!";"!";"";3;"!!";"1";"";2;"";"";5;"!!";"05.2.3.2";NA;NA;NA;NA;"3140";"";"xx";"5.9.4";"SCP";"Armleuchteralgen-Laichkraut-Tauchflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"";"SBM";"S1";"Ungestörte Naturentwicklung und Sicherung der Wasserqualität naturnaher Seen";"";"";"WRRL"
"1571";"Potamogeton friesii";4464;"PTMGFRI";"SPE";"S";"Potamogeton friesii";"I";"1";1;1;"x";"";"z >";"2";161;"";"";"!";"";2;"!!";"2";"";2;"";"";5;"!!";"O05.2, 05.2.2.2";3140;NA;NA;NA;"";"";"x";"5.9.4";"SCP";"Armleuchteralgen-Laichkraut-Tauchflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"SCT";"SEP";"S1";"Ungestörte Naturentwicklung und Sicherung der Wasserqualität naturnaher Seen";"";"";"WRRL"
"1572";"Potamogeton gramineus";4465;"PTMGGRA";"SPE";"S";"Potamogeton gramineus";"I";"1";1;1;"x";"";"z";"2";162;"";"";"!";"";2;"!!";"2";"";2;"";"";5;"!!";"K09, V09.1.2";3130;3140;NA;NA;"";"";"xx";"5.9.4";"SCP";"Armleuchteralgen-Laichkraut-Tauchflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"VCR, VRK, VSL";"";"S1";"Ungestörte Naturentwicklung und Sicherung der Wasserqualität naturnaher Seen";"";"";"WRRL"
"1573";"Potamogeton lucens";4466;"PTMGLUC";"SPE";"S";"Potamogeton lucens";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1574";"Potamogeton natans";4467;"PTMGNAT";"SPE";"S";"Potamogeton natans";"I";"1";1;1;"x";"";"g";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1575";"Potamogeton nodosus";4469;"PTMGNOD";"SPE";"S";"Potamogeton nodosus";"I";"1";1;1;"x";"";"fr z";"0";NA;"";"";"";"";NA;"";"0";"2";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1576";"Potamogeton obtusifolius";4471;"PTMGOBT";"SPE";"S";"Potamogeton obtusifolius";"I";"1";1;1;"x";"";"z >";"2";NA;"";"";"";"";NA;"";"2";"";3;"";"";NA;"(!)";"KD01,05";NA;NA;NA;NA;"3150";"";"x";"5.8.2";"SBT";"Zwergteichrosen- und Wasserrosen-Schwimmblattflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"";"";"B1";"Sicherung der Wasserqualität naturnaher Gewässer";"Gewässerschonende Nutzung";"";"WRRL, Schutzgebiete"
"1577";"Potamogeton perfoliatus";4477;"PTMGPER";"SPE";"S";"Potamogeton perfoliatus";"I";"1";1;1;"x";"";"v";"uu";NA;"";"";"";"";NA;"";"";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1578";"Potamogeton polygonifolius";4478;"PTMGPOL";"SPE";"S";"Potamogeton polygonifolius";"I";"1";1;1;"NO x";"";"ss, fr z";"1";163;"";"";"!";"";2;"!!";"1";"3";3;"";"";5;"!!";"V09.1.3, 09.1.3.3";3130;NA;NA;NA;"";"";"x";"5.8.1";"SBM";"Wechseltausendblatt- und Strandlings-Tauchflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"VSL";"";"S1";"Ungestörte Naturentwicklung und Sicherung der Wasserqualität naturnaher Seen";"";"";"WRRL, Schutzgebiete"
"1579";"Potamogeton praelongus";4479;"PTMGPRA";"SPE";"S";"Potamogeton praelongus";"I";"1";1;1;"SW x";"";"s, fr z";"2";164;"";"";"!";"";2;"!!";"1";"";2;"";"";5;"!!";"O05.2, 05.2.2.3";3130;3140;3150;NA;"";"";"x";"5.10.1";"SEP";"Laichkraut-Tauchflur";"§ 20, § 30";"(24.04)";"W20, W30";"SCP";"";"S2";"Sicherung dere Wasserqualität und gewässerschonende Nutzung";"";"";"WRRL, Schutzgebiete"
"1580";"Potamogeton pusillus";4482;"PTMGPUS";"SPE";"S";"Potamogeton pusillus";"I";"1";1;1;"x";"";"z";"3";NA;"";"";"";"";NA;"";"3";"";NA;"";"";NA;"";"";NA;NA;NA;NA;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"1581";"Potamogeton rutilus";4483;"PTMGRUT";"SPE";"S";"Potamogeton rutilus";"I";"1";1;1;"x";"";"fr ss";"0";NA;"!!";"";"!!";"";NA;"[!!!]";"0";"";1;"";"";NA;"(!)";"V04.1.1, 04.1.1.1";NA;NA;NA;NA;"3140";"";"x";"5.9.4";"SCP";"Armleuchteralgen-Laichkraut-Tauchflur";"§ 20, § 30";"(24.01), (24.02), (24.03)";"W20, W30";"";"";"S1";"Ungestörte Naturentwicklung und Sicherung der Wasserqualität naturnaher Seen";"";"";"WRRL"
"1582";"Potamogeton trichoides";4484;"PTMGTRI";"SPE";"S";"Potamogeton trichoides";"I";"1";1;1;"N x";"";"s, fr z";"2";88;"!";"";"!!";"";5;"!!";"2";"2";3;"";"";5;"!!";"K05, 05.2.3.1";3150;NA;NA;NA;"";"";"x";"5.10.1";"SEP";"Laichkraut-Tauchflur";"§ 20, § 30";"(24.04)";"W20, W30";"";"";"S2";"Sicherung dere Wasserqualität und gewässerschonende Nutzung";"";"";"WRRL, Schutzgebiete"
"1583";"Potentilla alba";4485;"PTNTALB";"SPE";"S";"Potentilla alba";"I";"1";1;1;"NW x";"";"ss, fr s";"1";166;"";"";"!";"";2;"!!";"1";"3";3;"";"";3;"!";"-";NA;NA;NA;NA;"trockene Saumvegetation";"";"";"10.1.1";"RHM";"Mesophiler Staudensaum frischer bis trockener 
Mineralstandorte";"-";"39.03.01.01
39.03.01.02";"-";"";"TKH";"o";"Strukturerhalt in der Agrarlandschaft";"";"";"Landschaftsplanung"
